"ensembl_gene_id","LT.HSC_001","LT.HSC_002","LT.HSC_003","LT.HSC_004","LT.HSC_006","LT.HSC_009","LT.HSC_010","LT.HSC_012","LT.HSC_013","LT.HSC_014","LT.HSC_015","LT.HSC_016","LT.HSC_017","LT.HSC_018","LT.HSC_020","LT.HSC_021","LT.HSC_022","LT.HSC_023","LT.HSC_024","LT.HSC_026","LT.HSC_028","LT.HSC_031","LT.HSC_032","LT.HSC_033","LT.HSC_034","LT.HSC_036","LT.HSC_039","LT.HSC_040","LT.HSC_041","LT.HSC_043","LT.HSC_044","LT.HSC_045","LT.HSC_046","LT.HSC_049","LT.HSC_050","LT.HSC_051","LT.HSC_052","LT.HSC_054","LT.HSC_055","LT.HSC_056","LT.HSC_057","LT.HSC_058","LT.HSC_060","LT.HSC_062","LT.HSC_063","LT.HSC_064","LT.HSC_065","LT.HSC_066","LT.HSC_068","LT.HSC_069","LT.HSC_070","LT.HSC_071","LT.HSC_072","LT.HSC_073","LT.HSC_074","LT.HSC_075","LT.HSC_076","LT.HSC_077","LT.HSC_078","LT.HSC_080","LT.HSC_081","LT.HSC_082","LT.HSC_085","LT.HSC_086","LT.HSC_088","LT.HSC_089","LT.HSC_090","LT.HSC_091","LT.HSC_093","LT.HSC_094","LT.HSC_095","LT.HSC_096","LT.HSC_098","LT.HSC_100","LT.HSC_101","LT.HSC_102","LT.HSC_103","LT.HSC_105","LT.HSC_106","LT.HSC_107","LT.HSC_109","LT.HSC_110","LT.HSC_111","LT.HSC_112","LT.HSC_113","LT.HSC_114","LT.HSC_115","LT.HSC_116","LT.HSC_117","LT.HSC_120","LT.HSC_122","LT.HSC_123","LT.HSC_124","LT.HSC_125","LT.HSC_126","LT.HSC_128","LT.HSC_130","LT.HSC_131","LT.HSC_132","LT.HSC_137","LT.HSC_138","LT.HSC_139","LT.HSC_140","LT.HSC_142","LT.HSC_144","LT.HSC_145","LT.HSC_146","LT.HSC_147","LT.HSC_148","LT.HSC_149","LT.HSC_150","LT.HSC_151","LT.HSC_152","LT.HSC_156","LT.HSC_158","LT.HSC_159","LT.HSC_161","LT.HSC_163","LT.HSC_164","LT.HSC_165","LT.HSC_166","LT.HSC_167","LT.HSC_169","LT.HSC_170","LT.HSC_171","LT.HSC_172","LT.HSC_173","LT.HSC_174","LT.HSC_176","LT.HSC_177","LT.HSC_179","LT.HSC_180","LT.HSC_183","LT.HSC_184","LT.HSC_187","LT.HSC_188","LT.HSC_191","LT.HSC_192","LT.HSC_193","LT.HSC_194","LT.HSC_195","LT.HSC_197","LT.HSC_198","LT.HSC_200","LT.HSC_201","LT.HSC_204","LT.HSC_206","LT.HSC_207","LT.HSC_208","LT.HSC_210","LT.HSC_211","LT.HSC_212","LT.HSC_213","LT.HSC_214","LT.HSC_215"
"ENSMUSG00000068732",2.59872025106356,0,7.52563588195902,5.9058455127181,1.73170459574149,0,0,6.8334275847927,0,8.95999847842117,0,0,2.33298026528808,0,1.19689821016323,0,7.5675683583769,1.62492006178338,8.19410909238302,8.67772091831727,1.75580925319417,7.67016147151591,3.36252194156177,8.95679759669616,2.13440256116007,0,0,7.55070854003388,0,0.487789742240435,0,1.81223403303366,0,5.09749063461612,3.13630802459518,2.89199500627951,0.870850421312503,8.61052558337975,0.490596852942285,1.87995102863825,2.08262094168628,8.61360035909163,8.73569876086983,0,0,0,3.97263681266357,0,0,0.736810521932073,0,0,0.71241871058166,0,2.96151489318912,8.10923083143776,1.80329168773309,3.3761871156955,0,1.71726811208725,8.72380641752409,1.78683621876772,1.90630530848818,2.04480179550579,1.59107313811208,1.63887839136913,0,1.19878067098537,1.0707117317687,0,1.13616381856676,9.11694331661578,0.859152192528657,0.675525815053553,3.12356112904382,8.60922175000663,0.550750783777762,3.14460868646065,1.64850477659925,2.40651726687929,0,2.01714473535487,0,2.00933901803309,0,7.66700608699837,9.24048900393287,1.51392199205499,1.26871732316025,0,1.96164753526913,2.15474467612099,1.6452069804951,1.70100528617857,0.902365063750022,0.841357409114568,9.50237527565268,1.94801054528385,0,2.30130691729187,2.72468888102969,3.0348247033785,3.57955984227134,1.21852637918117,4.14531023327042,0,0,8.73041204079528,8.63642216720042,1.87486683315732,0,1.39744768368114,3.18131730628557,0,0,0,0,2.03103750919268,0,1.52738906621678,0,0,3.98298415815579,0,0,0,1.94395607863954,7.70457122456334,2.00722461298971,2.34401982152674,3.80021225645582,0,2.42696887217038,0,8.49573960737676,0,0,0,0,2.31532317294676,1.75408716281649,1.90773252141154,1.44765097149839,8.55463463092822,0,0.735411394642839,0,2.47363578822897,0,1.7327206871433,6.79434910995386,0,8.93690867268783,1.02405881128653,1.8908942524348
"ENSMUSG00000004730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62492006178338,0,0,0,1.51144786796501,0.133198683641848,2.0085409593922,0,0,0,0,0,0.138255780239911,0,0,0,0,0,2.07432767764451,0,0,0.490596852942285,0,0,0,0,0,0.496402523125058,0,0,0,0,0.736810521932073,0,0,0,0,0,0,1.16676569756253,9.80912664022314,0,0,0,0,0,0,0,0,0,0,1.0707117317687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902365063750022,0,0,0.965549357198708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34681129067592,0,1.52738906621678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35711465751744,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057729",8.3651714741892,9.11042280632587,6.6066658342538,8.52182007974241,2.99342074883759,9.04657638098861,0,7.56532408191196,9.28291038602247,5.68909484854948,4.51676312129489,3.26528881787327,9.80005610532763,9.10572823709674,4.34957329436101,9.13439732727651,3.64996037309845,8.37675864401563,1.53984721187356,2.9374069192462,10.5146662851423,6.92258332052686,0.826827836654073,5.0333958400693,8.94436108861643,9.37822516593289,6.77769492414157,4.16624091557556,8.07503106870135,7.06130269035609,4.44559433149367,6.2546640496016,4.44813212398789,2.36587266236184,6.39441551511052,5.7968878524273,7.67271836664306,6.60238906453425,7.50816424749054,2.24880074157165,6.64717031596682,6.94420118480086,7.85915832535122,3.90965836935237,1.95413692459389,1.69973160830597,8.92504980644499,8.51216345276822,8.69390115986006,8.41041807767833,5.32634228439757,9.07312160580199,9.48416783476408,2.89421514542838,2.96151489318912,6.5346798660648,7.35847753282231,4.12273063256759,9.14864861293638,8.79361467540591,7.79697027088754,9.76543694294388,7.48905422446394,8.44942719817654,5.05327378615214,4.16300674469662,3.79633601519329,4.50454953591,4.71758293440763,7.84178264838585,3.88523434408037,8.88327933826845,2.08946019415265,3.02965526085897,4.03832471992595,0.571118906505361,8.43621982897686,0,9.37259629088094,9.94565111080951,3.40007235259745,7.58111529497601,8.99159744641908,8.2315655967668,8.79059088131416,3.4310307147226,6.64354381153776,3.3616655822443,8.95749187323268,7.42627984486344,3.04223517500736,9.32144604907537,7.86383982805793,9.82338678955485,8.22453603811266,8.82110123839373,7.34332144061125,8.09541177347173,7.53823871932474,7.779500084691,3.08410439172513,7.33001229130769,7.400699345569,3.69418941350304,9.75886140733871,0,8.89443475847504,6.65731135681604,7.81894358187402,7.20674351558637,0,1.89682155370009,7.63479711866351,1.53246102941057,8.72444832964328,3.11169359926987,6.371760359694,5.41529622388335,3.27589041736496,8.47141394167998,6.68633154210029,7.09167521508795,8.97905783914442,4.10899091094809,8.18805863411974,3.34599968778916,6.98064318124216,7.02609095314356,4.46862031780974,1.60339568518194,1.19729036462359,7.03897262609843,3.28617853408003,3.76152523573668,3.70477990108126,9.20642167990628,3.92945410929013,9.19382390042488,8.835144619545,7.42641522657491,8.00729558390652,4.34094129385717,6.77927349819263,3.01358674920103,6.84556282821445,8.27069621737824,5.77581567519749,3.337545019971,8.62459218052987,6.36323938206711,9.20659324369768,7.89546137342007,9.04408103947197,9.60032957258959,8.03925861395425
"ENSMUSG00000040998",3.47443359233466,0,0,0,10.6483119074724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138255780239911,0,0,0.994092255853422,0,0,0,0,0,0.490596852942285,0,1.0556029660764,0,0,0,0,0.806916609333584,0,0,0.558970440206636,0,0,0,0,0,0,0,0,2.50884146581568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550750783777762,0,0,0,0,0,0,0.812698904075951,0,0,0,0,0,0,0,0,0,0,0,0,0.444722264326354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840799767190605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000594",7.63111979640698,8.74552606295091,9.4418584669455,4.42670935632349,9.71643262254074,2.55385031758073,9.47058248182489,6.73479523588055,3.16565050341337,6.90739101124223,3.05263994170669,7.26600391838623,5.99086390580852,8.76538945658267,6.57515757276967,1.00127301066588,5.30414603430169,3.22295954723834,2.74908610622548,10.9873927458201,1.75580925319417,9.11728611415578,0.745932850118385,9.80008226718425,9.16917009799492,9.42952005755893,9.42370035877054,10.572349598405,5.81749789810795,1.49073795413395,3.70446433895217,9.31969839214345,2.57510277761838,9.6111594383034,7.57457559385105,7.18504040212272,7.70745495340465,9.49894749490093,7.52729549743179,8.54330579857032,7.3372599743335,8.27235387802423,6.76670630770271,9.30445676931606,1.79250098328355,2.24711999195296,2.86784499387206,6.29986451231056,2.5190826557524,8.71500327027906,8.47984261853988,9.05517745077632,7.38940554552776,7.21908197186315,3.62242565391919,5.02223265208483,6.61641797883497,8.83316825045497,8.59849949728443,7.88677918711243,7.44330105907945,9.12225912260267,6.9621042276263,6.41627357476168,7.60156602251873,8.90333174445681,2.82120398065256,2.1898256752355,2.43346089329133,2.98577480322956,2.80524911212382,8.90370040906645,0.859152192528657,2.53042794677741,2.2802682367715,0.979184473543983,8.4819538628142,1.8537889356939,8.43830885028856,6.87223869334518,10.1884705435506,6.32630886539758,6.30190627829156,8.97964015090565,6.90604697067186,9.1091877864391,7.22368825110439,1.51392199205499,4.37383016988852,3.78922165586449,10.1440502214479,9.68438010853367,3.0785663792936,5.3361869889002,7.56019190058191,9.10450494040823,7.9263905356195,2.52707907121068,4.49885820345552,4.3677347623456,5.51983798614177,3.78575209852001,9.26324143871296,11.9989707574368,9.74956444301934,7.08860781264624,5.97328190490411,6.10762850663601,5.39600480552947,5.89939094369334,8.73765335513255,10.4696239890156,6.162377522289,7.12074162686618,2.93788192400416,0,0,4.28702301064181,7.50170206518606,3.09263827590123,9.11760709373012,7.81372483613534,6.23001051736818,2.68224203839272,5.7236784407656,8.2602533045189,6.61203029160641,8.03873810418464,2.00722461298971,0,6.3992400976352,4.83160942005895,8.65728773051493,8.52530928962158,5.06633693922692,8.15729619560875,7.7099091166674,7.79602410221252,8.62279806195317,5.96915053080675,6.77311092295526,4.6876039221642,10.1887793334698,2.7356429284272,2.50720346919763,8.27689464793806,7.95147790299373,7.0806079433548,7.12434982890196,9.263068551153,8.85579432176738,8.22596330554307,5.8777878547878,6.90529924618892,1.8908942524348
"ENSMUSG00000013236",7.43425023367435,1.40432861542016,8.61339598696002,7.45373425974857,0,0,6.51004946311794,0,8.76228228145003,1.99133254863847,7.17505885906862,0,1.5941785124568,0,0,2.001909095015,2.27828225535898,0,2.74908610622548,4.39101126039535,1.75580925319417,1.51144786796501,0.255132360594337,9.30597945049836,2.60545380701951,1.3622431858402,0,6.45762268414488,6.97314025442602,0.587718858984136,2.69400044684557,6.43301171071827,1.57708012030457,5.5453839738452,6.9127484466629,2.07432767764451,2.57832127449889,7.7769215029194,8.17276990137433,5.45582071424618,2.08262094168628,8.84944903125334,0.56719942363499,3.37191238321692,7.23354016632285,1.32131441978043,2.64380609221451,1.40872160843829,8.62985423772057,7.26327525127256,6.23520801006565,4.35181535930255,2.61079242109702,7.69279407082286,1.70626007688853,1.5123594305701,2.58022094669267,1.74235732563723,2.19008341628456,4.94231335443994,9.17180259053544,1.15399129600782,3.58423085471239,8.11720502582315,3.46775790456503,3.98182103427731,1.71163580063884,1.38919220567443,5.13399703106921,4.44390623988179,1.13616381856676,8.70858679844213,7.38413867200898,5.22604242793945,0,1.29691317921502,4.4843314606623,3.14460868646065,8.41142027253095,0,6.36161113359696,0,2.13318356470302,0,6.21221635683044,2.09148224006488,6.03907503164108,1.51392199205499,5.94502979383407,2.88997333039817,0,2.15474467612099,1.6452069804951,5.86808161073517,0.902365063750022,3.59506108138904,0.784172393538232,1.53884303954142,3.94545263864269,1.20769314649809,8.8071748732028,0.847592425339792,2.21776281104008,6.56315467471563,5.41747240628329,0,0,0,7.15286261482994,0,0,0,0,4.17273549991316,2.44411125208806,2.60785772916754,2.47121008492793,5.8218570939998,4.57292382247408,6.02258199549776,2.77849785218724,0,8.592914129405,3.77011306818285,2.05035691398321,0,0,1.40468047095534,3.70932642419521,6.43663191975984,0.719440120483896,3.67523751862954,1.97027055691088,6.28436265312615,8.59789347682494,3.6073666994687,1.84335838281279,8.72694973465016,0,6.91067081525102,0.840799767190605,1.90773252141154,7.36741817023582,8.61836202135267,3.13891544938403,0.735411394642839,2.45481306746325,1.71246771275853,6.646056923036,1.7327206871433,0,2.49222812975959,0,0,1.8908942524348
"ENSMUSG00000031365",2.59872025106356,1.40432861542016,2.54170196120626,8.62845489190058,6.04425420408974,0,0,5.27354679827208,0,6.23651211833335,0,6.58142873889846,0,0,1.84194303351209,0,0,0,1.53984721187356,2.44366534733236,1.12999413394047,0.945218189792169,0.255132360594337,5.79253040863912,1.4304332001122,0.607498708716532,0,0,1.91447075435667,4.09523198260811,3.11427937900574,8.5613968842851,2.31246405719127,0,1.8470228708866,8.13133663318581,7.83336396845259,8.34822919556946,0.856031183402283,0,1.0556029660764,0,0.56719942363499,3.37191238321692,3.73560286459462,0.806916609333584,8.41884726537064,7.16321232538302,2.10853198463689,0.736810521932073,0,0.636746162638117,0,2.89421514542838,0,1.5123594305701,1.80329168773309,0,1.47594575563256,5.14249416601224,9.28058396650252,0.689427461035135,3.20874149871604,2.508238150499,2.81520671252634,9.26735495253883,1.71163580063884,1.55737761299468,9.45984123747468,1.44909995209106,1.48384775795091,7.30441435290986,1.39393454064251,1.13379863294318,3.12356112904382,7.47399655378837,8.95842935132144,0,0,2.40651726687929,2.53064419650245,1.33566014404158,4.41420772926997,5.67040484889099,1.47713213264653,0,0.610209240084371,0,7.70177397206559,0,1.29132812159756,0,1.04541756178093,1.08789535440078,0,0,0.784172393538232,8.18315558777092,0,3.14699428101417,1.52108037781207,1.37795154213954,4.26742917604982,8.53369681372814,5.41747240628329,4.42431113801939,0,2.32120083669954,3.79140662995717,1.87486683315732,0,1.39744768368114,8.50862973705676,0,8.90238891388038,1.82700156507219,4.26155697852301,2.03103750919268,1.06056010063064,9.0344496632571,1.11920683842684,3.84525012915233,0,2.68224203839272,1.36235326072001,6.43580101375481,1.94395607863954,0,4.96351163302398,3.19445061205298,8.74921411801539,0.986403483899541,8.7034685368627,7.28963081764591,7.80558012828798,0,0,1.30171404112883,8.36491420584726,0,0,8.97125156133434,1.44765097149839,5.44142308622433,2.50720346919763,1.87164205405721,0,1.71246771275853,1.96947459397497,3.3637541672143,8.68190957419228,1.72823888542034,9.51651712705022,1.02405881128653,1.8908942524348
"ENSMUSG00000019122",0,0,3.95123953084168,0,0,0,0,0,0,1.99133254863847,0,1.65706979532487,1.5941785124568,1.49004843776879,1.84194303351209,1.00127301066588,0,1.62492006178338,2.26761794456541,0,1.12999413394047,0,0.133198683641848,2.0085409593922,1.4304332001122,1.03367365865471,0,0,2.70918252826031,0.380420432040834,1.06640650246394,3.0934875842573,1.99112928700594,0,2.63113701569793,2.07432767764451,0.870850421312503,0,1.14735754951579,1.6528308792632,2.08262094168628,2.08256622022281,0.973272690448626,0,0.865034322958525,1.32131441978043,1.63222781437705,0,1.53250149344989,0.736810521932073,3.87704738369526,8.42342271557231,2.0678948819048,3.79376980682518,3.32948999220719,2.71331886930232,0,3.00673652172396,0,7.28029654163055,2.26817322113293,9.63033135384904,0,1.35788014324568,2.32925776003949,0,1.71163580063884,3.02236906678147,1.0707117317687,1.44909995209106,1.13616381856676,3.61108303855227,0,1.13379863294318,0,0,0,0,0,0,0,0,0,0,0.67323913079649,2.09148224006488,1.03770634002523,1.51392199205499,2.38637433117368,1.64962579974876,1.29132812159756,2.15474467612099,0,1.08789535440078,0.902365063750022,2.87457691916491,0.444722264326354,2.93916052873076,3.03618187830081,1.20769314649809,1.52108037781207,1.37795154213954,3.57955984227134,2.11027051249784,7.34331709382409,0,0,2.32120083669954,1.83560794640508,1.87486683315732,3.16752888689344,0,1.59351515198325,0,0,1.82700156507219,0,0,1.06056010063064,2.25255903897541,0,3.22618188465724,0,0,1.36235326072001,0,0,0.866944115500717,2.00722461298971,0,0,0,0,2.04982726161514,1.76885488383725,3.78513887797884,2.28766906710767,0,0,1.57946050113969,2.05802930337432,1.90773252141154,0,0,1.35711465751744,1.87164205405721,2.45481306746325,2.96931209347354,1.96947459397497,7.85193922174046,1.37524992442544,1.72823888542034,3.30634698938248,7.26657641989017,7.59480361048104
"ENSMUSG00000049404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90630530848818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06044220386545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000015027",0,0,0,0,1.73170459574149,8.60412865950996,0,0,0,0,0,0,2.33298026528808,0,0,0,2.27828225535898,1.62492006178338,6.70061175821511,6.71898078701379,3.39350242311491,2.90272201612352,9.29851398622452,2.0085409593922,3.68559646440914,2.51413184904355,0,0,0,0.138255780239911,1.06640650246394,2.59065319501662,0,0,0,0,0.870850421312503,0,0,4.45344384108579,2.40989244075694,0,0,2.50494276929837,0,0,8.2096376048425,0,0.558970440206636,1.22217088447049,4.92324100117305,1.916129749404,0,2.89421514542838,1.70626007688853,2.71331886930232,1.16676569756253,1.74235732563723,3.02265852659612,1.10034923654537,1.18420154384021,8.469622471215,3.88189899937496,3.37552568242479,1.59107313811208,2.38638952190473,2.26068804576356,8.16801819332132,1.67849504542778,2.98577480322956,8.43966411576469,3.85430410085904,0,7.43949572552314,6.2882413959468,0,0,7.69727399781873,1.64850477659925,0,0,0,0,0,0,0,0.610209240084371,0,1.26871732316025,0,1.29132812159756,2.98291085353726,2.39392536363679,8.61322256703195,9.69873393922975,2.05898855457779,8.36438589532975,8.26139466621987,3.03618187830081,0,0,1.37795154213954,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45337976208441,2.47121008492793,0,1.06056010063064,7.56425375879165,0,1.41769116836688,0,8.17984967370129,0,2.02008744899233,9.16331287082613,0,0,0,0.719440120483896,0,0,0,0,0,1.84335838281279,0,0,0,8.27013470244691,1.90773252141154,1.44765097149839,0,0,5.61090066635233,0,0,0,0,5.90647583618387,2.49222812975959,0,2.03593941620658,3.56493920407857
